pick_overall,team_id,player,college_name,seasons,g,mp,pts,trb,ast,fg_pct,fg3_pct,ft_pct,mp_per_g,pts_per_g,trb_per_g,ast_per_g,ws,ws_per_48,bpm,vorp,player_id,season
20,PHI,B.J. Tyler,Texas,1.0,55,809,195.0,62.0,174.0,0.381,0.314,0.7,14.7,3.5,1.1,3.2,-0.7,-0.039,-5.0,-0.6,tylerbj01,1994
21,CHI,Dickey Simpkins,Providence,7.0,327,5201,1388.0,1187.0,305.0,0.44,0.222,0.618,15.9,4.2,3.6,0.9,4.7,0.044,-4.5,-3.3,simpkdi01,1994
22,SAS,Bill Curley,Boston College,5.0,147,1614,394.0,290.0,60.0,0.444,0.222,0.743,11.0,2.7,2.0,0.4,1.6,0.047,-5.3,-1.3,curlebi01,1994
23,PHO,Wesley Person,Auburn,11.0,733,20727,8192.0,2402.0,1234.0,0.457,0.418,0.778,28.3,11.2,3.3,1.7,44.0,0.102,0.9,15.2,persowe01,1994
24,NYK,Monty Williams,Notre Dame,9.0,456,7624,2884.0,1296.0,544.0,0.481,0.111,0.665,16.7,6.3,2.8,1.2,11.4,0.072,-1.8,0.3,willimo01,1994
25,LAC,Greg Minor,Louisville,5.0,277,5144,1902.0,741.0,384.0,0.478,0.226,0.767,18.6,6.9,2.7,1.4,8.2,0.077,-1.5,0.7,minorgr01,1994
26,NYK,Charlie Ward,Florida State,11.0,630,14080,3947.0,1648.0,2539.0,0.408,0.364,0.771,22.3,6.3,2.6,4.0,33.0,0.113,2.1,14.5,wardch01,1994
27,ORL,Brooks Thompson,Oklahoma State,4.0,168,1714,760.0,158.0,281.0,0.409,0.376,0.647,10.2,4.5,0.9,1.7,2.0,0.057,-1.5,0.2,thompbr01,1994
28,DAL,Deon Thomas,Illinois,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,thomade02,1994
29,PHO,Antonio Lang,Duke,6.0,143,1395,329.0,210.0,50.0,0.455,0.0,0.719,9.8,2.3,1.5,0.3,1.7,0.057,-3.8,-0.6,langan02,1994
30,MIN,Howard Eisley,Boston College,12.0,786,16013,5116.0,1324.0,2748.0,0.407,0.35,0.827,20.4,6.5,1.7,3.5,19.5,0.058,-1.7,1.3,eisleho01,1994
31,ORL,Rodney Dent,Kentucky,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dentro01,1994
32,WSB,Jim McIlvaine,Marquette,7.0,401,5927,1072.0,1243.0,105.0,0.446,0.1,0.551,14.8,2.7,3.1,0.3,9.4,0.076,-2.2,-0.3,mcilvji01,1994
33,PHI,Derrick Alston,Duquesne,3.0,139,2657,751.0,525.0,94.0,0.489,0.143,0.487,19.1,5.4,3.8,0.7,2.6,0.047,-2.8,-0.5,alstode01,1994
34,ATL,Gaylon Nickerson,Northwestern Oklahoma State University,1.0,4,42,15.0,5.0,1.0,0.333,0.0,1.0,10.5,3.8,1.3,0.3,0.1,0.076,-1.2,0.0,nickega01,1994
35,SAC,Michael Smith,Providence,7.0,449,10552,2527.0,3193.0,661.0,0.538,0.143,0.529,23.5,5.6,7.1,1.5,23.4,0.107,-0.1,5.1,smithmi02,1994
36,BOS,Andrei Fetisov,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fetisan01,1994
37,SEA,Dontonio Wingfield,Cincinnati,4.0,114,1146,423.0,275.0,76.0,0.389,0.309,0.721,10.1,3.7,2.4,0.7,1.8,0.074,-2.6,-0.2,wingfdo01,1994
38,CHH,Darrin Hancock,Kansas,3.0,133,1395,467.0,169.0,89.0,0.53,0.333,0.579,10.5,3.5,1.3,0.7,1.1,0.038,-3.3,-0.5,hancoda01,1994
39,GSW,Anthony Miller,Michigan State,8.0,181,1637,510.0,488.0,66.0,0.51,0.25,0.576,9.0,2.8,2.7,0.4,3.8,0.11,-2.6,-0.2,millean01,1994
40,MIA,Jeff Webster,Oklahoma,1.0,11,58,18.0,7.0,3.0,0.348,0.333,0.0,5.3,1.6,0.6,0.3,0.0,-0.03,-4.9,0.0,webstje01,1994
41,IND,William Njoku,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,njokuwi01,1994
42,CLE,Gary Collier,Tulsa,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,colliga01,1994
43,POR,Shawnelle Scott,St. John's,4.0,105,634,189.0,228.0,20.0,0.464,0.0,0.465,6.0,1.8,2.2,0.2,1.3,0.101,-3.8,-0.3,scottsh01,1994
44,IND,Damon Bailey,Indiana,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,baileda01,1994
45,GSW,Dwayne Morton,Louisville,1.0,41,395,167.0,58.0,18.0,0.388,0.36,0.682,9.6,4.1,1.4,0.4,0.2,0.025,-3.5,-0.1,mortodw01,1994
46,MIL,Voshon Lenard,Minnesota,11.0,565,15349,6745.0,1609.0,1180.0,0.415,0.384,0.787,27.2,11.9,2.8,2.1,29.6,0.093,0.0,7.9,lenarvo01,1994
47,UTA,Jamie Watson,South Carolina,4.0,102,1248,323.0,149.0,117.0,0.468,0.316,0.694,12.2,3.2,1.5,1.1,1.2,0.045,-1.5,0.2,watsoja01,1994
48,DET,Jevon Crudup,Missouri,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,cruduje01,1994
49,CHI,Kris Bruton,Benedict College,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,brutokr01,1994
50,PHO,Charles Claxton,Georgia,1.0,3,7,2.0,2.0,0.0,0.5,0.0,0.0,2.3,0.7,0.7,0.0,0.0,-0.179,-18.9,0.0,claxtch01,1994
51,SAC,Lawrence Funderburke,Ohio State,7.0,318,4726,2031.0,1142.0,183.0,0.506,0.118,0.675,14.9,6.4,3.6,0.6,12.9,0.131,-0.5,1.8,fundela01,1994
52,PHO,Anthony Goldwire,Houston,8.0,266,4951,1667.0,359.0,737.0,0.407,0.386,0.792,18.6,6.3,1.3,2.8,6.4,0.062,-1.8,0.3,goldwan01,1994
53,HOU,Albert Burditt,Texas,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,burdial01,1994
54,SEA,Željko Rebrača,,5.0,215,3280,1276.0,688.0,88.0,0.527,0.0,0.792,15.3,5.9,3.2,0.4,8.3,0.121,-2.2,-0.2,rebraze01,1994
1,GSW,Joe Smith,Maryland,16.0,1030,27022,11208.0,6575.0,1010.0,0.455,0.238,0.79,26.2,10.9,6.4,1.0,60.3,0.107,-1.5,3.0,smithjo02,1995
2,LAC,Antonio McDyess,Alabama,15.0,1015,28053,12227.0,7638.0,1300.0,0.497,0.117,0.67,27.6,12.0,7.5,1.3,69.8,0.119,-0.1,13.2,mcdyean01,1995
3,PHI,Jerry Stackhouse,UNC,18.0,970,30222,16409.0,3067.0,3240.0,0.409,0.309,0.822,31.2,16.9,3.2,3.3,52.4,0.083,0.3,17.4,stackje01,1995
4,WSB,Rasheed Wallace,UNC,16.0,1109,36243,16006.0,7404.0,1994.0,0.467,0.336,0.721,32.7,14.4,6.7,1.8,105.1,0.139,2.2,38.3,wallara01,1995
5,MIN,Kevin Garnett,,21.0,1462,50418,26071.0,14662.0,5445.0,0.497,0.275,0.789,34.5,17.8,10.0,3.7,191.4,0.182,5.6,96.9,garneke01,1995
6,VAN,Bryant Reeves,Oklahoma State,6.0,395,12071,4945.0,2745.0,623.0,0.475,0.074,0.703,30.6,12.5,6.9,1.6,13.0,0.052,-3.4,-4.3,reevebr01,1995
7,TOR,Damon Stoudamire,Arizona,13.0,878,29106,11763.0,3039.0,5371.0,0.406,0.357,0.833,33.2,13.4,3.5,6.1,55.4,0.091,0.3,16.8,stoudda01,1995
8,POR,Shawn Respert,Michigan State,4.0,172,2350,851.0,226.0,177.0,0.414,0.34,0.816,13.7,4.9,1.3,1.0,2.1,0.043,-2.3,-0.2,respesh01,1995
9,NJN,Ed O'Bannon,UCLA,2.0,128,2062,634.0,316.0,102.0,0.367,0.222,0.755,16.1,5.0,2.5,0.8,1.1,0.025,-3.5,-0.7,obanned01,1995
10,MIA,Kurt Thomas,TCU,18.0,1110,27160,8973.0,7328.0,1204.0,0.486,0.281,0.76,24.5,8.1,6.6,1.1,64.2,0.114,-0.8,8.6,thomaku01,1995
11,MIL,Gary Trent,Ohio University,9.0,506,9866,4366.0,2276.0,504.0,0.501,0.08,0.643,19.5,8.6,4.5,1.0,23.2,0.113,-1.0,2.4,trentga01,1995
12,DAL,Cherokee Parks,Duke,9.0,472,7459,2056.0,1703.0,265.0,0.47,0.211,0.63,15.8,4.4,3.6,0.6,11.8,0.076,-2.4,-0.7,parksch02,1995
13,SAC,Corliss Williamson,Arkansas,12.0,822,18749,9147.0,3183.0,972.0,0.49,0.136,0.714,22.8,11.1,3.9,1.2,34.7,0.089,-2.0,-0.1,willico02,1995
14,BOS,Eric Williams,Providence,12.0,658,15731,5642.0,2139.0,936.0,0.415,0.318,0.736,23.9,8.6,3.3,1.4,23.2,0.071,-2.4,-1.5,willier01,1995
15,DEN,Brent Barry,Oregon State,14.0,912,23643,8488.0,2780.0,2892.0,0.46,0.405,0.823,25.9,9.3,3.0,3.2,70.5,0.143,2.6,27.7,barrybr01,1995
16,ATL,Alan Henderson,Indiana,12.0,652,13780,5094.0,3249.0,397.0,0.469,0.192,0.639,21.1,7.8,5.0,0.6,28.0,0.097,-1.8,0.6,hendeal01,1995
17,CLE,Bob Sura,Florida State,10.0,657,15597,5654.0,2240.0,2474.0,0.414,0.325,0.689,23.7,8.6,3.4,3.8,28.3,0.087,0.4,9.4,surabo01,1995
18,DET,Theo Ratliff,Wyoming,16.0,810,20500,5809.0,4596.0,465.0,0.496,0.0,0.71,25.3,7.2,5.7,0.6,47.9,0.112,0.0,10.3,ratlith01,1995
19,DET,Randolph Childress,Wake Forest,2.0,51,405,124.0,25.0,49.0,0.328,0.273,0.8,7.9,2.4,0.5,1.0,-0.2,-0.026,-5.7,-0.4,childra01,1995
20,CHI,Jason Caffey,Alabama,8.0,462,9045,3368.0,2022.0,420.0,0.481,0.0,0.637,19.6,7.3,4.4,0.9,13.5,0.072,-3.6,-3.6,caffeja01,1995
21,PHO,Michael Finley,Wisconsin,15.0,1103,37996,17306.0,4804.0,3245.0,0.444,0.375,0.811,34.4,15.7,4.4,2.9,85.2,0.108,1.0,28.8,finlemi01,1995
22,CHH,George Zídek,UCLA,3.0,135,1328,453.0,286.0,32.0,0.408,0.25,0.783,9.8,3.4,2.1,0.2,0.8,0.029,-7.5,-1.8,zidekge01,1995
23,IND,Travis Best,Georgia Tech,10.0,708,15150,5376.0,1249.0,2444.0,0.431,0.345,0.835,21.4,7.6,1.8,3.5,30.9,0.098,-0.4,6.0,besttr01,1995
24,DAL,Loren Meyer,Iowa State,3.0,140,2044,645.0,480.0,77.0,0.432,0.348,0.696,14.6,4.6,3.4,0.6,0.5,0.012,-7.2,-2.7,meyerlo01,1995
25,ORL,David Vaughn,Memphis,4.0,118,1156,341.0,361.0,36.0,0.423,0.0,0.638,9.8,2.9,3.1,0.3,0.6,0.026,-6.4,-1.3,vaughda02,1995
26,SEA,Sherell Ford,University of Illinois at Chicago,1.0,28,139,90.0,24.0,5.0,0.375,0.16,0.765,5.0,3.2,0.9,0.2,0.4,0.124,-5.2,-0.1,fordsh01,1995
27,PHO,Mario Bennett,Arizona State,4.0,68,606,269.0,182.0,24.0,0.534,0.333,0.511,8.9,4.0,2.7,0.4,1.9,0.153,-0.8,0.2,bennema01,1995
28,UTA,Greg Ostertag,Kansas,11.0,756,14753,3512.0,4145.0,443.0,0.486,0.1,0.569,19.5,4.6,5.5,0.6,33.8,0.11,-0.6,5.1,ostergr01,1995
29,SAS,Cory Alexander,Virginia,7.0,307,4847,1677.0,481.0,834.0,0.389,0.354,0.756,15.8,5.5,1.6,2.7,3.0,0.03,-1.7,0.4,alexaco01,1995
30,DET,Lou Roe,UMass,2.0,66,479,130.0,92.0,21.0,0.333,0.25,0.647,7.3,2.0,1.4,0.3,0.0,-0.001,-4.9,-0.4,roelo01,1995
31,CHI,Dragan Tarlać,,1.0,43,598,103.0,122.0,31.0,0.394,0.0,0.758,13.9,2.4,2.8,0.7,-0.2,-0.016,-7.3,-0.8,tarladr01,1995
32,WSB,Terrence Rencher,Texas,1.0,36,405,106.0,44.0,54.0,0.33,0.31,0.674,11.3,2.9,1.2,1.5,-0.2,-0.021,-4.0,-0.2,renchte01,1995
33,BOS,Junior Burrough,Virginia,1.0,61,495,189.0,109.0,15.0,0.376,0.0,0.656,8.1,3.1,1.8,0.2,-0.2,-0.018,-7.5,-0.7,burroju01,1995
34,GSW,Andrew DeClercq,Florida,10.0,587,9847,2815.0,2488.0,339.0,0.507,0.0,0.621,16.8,4.8,4.2,0.6,19.3,0.094,-2.9,-2.4,declean01,1995
35,TOR,Jimmy King,Michigan,2.0,64,890,285.0,112.0,90.0,0.429,0.147,0.691,13.9,4.5,1.8,1.4,0.0,0.001,-4.6,-0.6,kingji02,1995
36,VAN,Lawrence Moten,Syracuse,3.0,119,1814,747.0,181.0,182.0,0.408,0.299,0.652,15.2,6.3,1.5,1.5,0.0,0.001,-2.1,0.0,motenla01,1995
37,LAL,Frankie King,Western Carolina University,2.0,13,79,27.0,16.0,7.0,0.357,0.333,0.75,6.1,2.1,1.2,0.5,0.0,0.025,-4.7,-0.1,kingfr01,1995
38,MIL,Rashard Griffith,Wisconsin,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,griffra01,1995
39,CLE,Donny Marshall,UConn,5.0,119,919,293.0,121.0,36.0,0.321,0.336,0.681,7.7,2.5,1.0,0.3,0.9,0.045,-3.8,-0.4,marshdo02,1995
40,GSW,Dwayne Whitfield,Jackson State University,1.0,8,122,40.0,25.0,2.0,0.433,0.0,0.636,15.3,5.0,3.1,0.3,0.0,0.01,-7.2,-0.2,whitfdw01,1995
41,HOU,Erik Meek,Duke,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,meeker01,1995
42,ATL,Donnie Boyce,Colorado,2.0,30,195,79.0,25.0,16.0,0.349,0.25,0.5,6.5,2.6,0.8,0.5,-0.3,-0.064,-4.9,-0.1,boycedo01,1995
43,MIL,Eric Snow,Michigan State,13.0,846,23132,5791.0,2141.0,4245.0,0.424,0.208,0.763,27.3,6.8,2.5,5.0,43.4,0.09,-1.0,5.9,snower01,1995
44,DEN,Anthony Pelle,Fresno State,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pellean01,1995
45,ATL,Troy Brown,Providence,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,browntr02,1995
46,MIA,George Banks,Texas-El Paso,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,banksge02,1995
47,SAC,Tyus Edney,UCLA,4.0,226,4743,1728.0,393.0,910.0,0.405,0.322,0.806,21.0,7.6,1.7,4.0,6.8,0.068,-1.5,0.7,edneyty01,1995
48,MIN,Mark Davis,Texas Tech,5.0,230,3681,1261.0,697.0,294.0,0.442,0.246,0.655,16.0,5.5,3.0,1.3,2.3,0.03,-2.4,-0.4,davisma02,1995
49,MIN,Jerome Allen,Penn,2.0,117,1305,336.0,123.0,201.0,0.35,0.317,0.63,11.2,2.9,1.1,1.7,0.2,0.006,-3.2,-0.4,allenje01,1995
50,GSW,Martin Lewis,Seward County Community College,2.0,25,239,89.0,35.0,7.0,0.473,0.3,0.593,9.6,3.6,1.4,0.3,0.1,0.026,-5.0,-0.2,lewisma01,1995
51,SAC,Dejan Bodiroga,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bodirde01,1995
52,IND,Fred Hoiberg,Iowa State,10.0,541,9978,2944.0,1438.0,846.0,0.431,0.396,0.854,18.4,5.4,2.7,1.6,27.6,0.133,1.2,8.0,hoibefr01,1995
53,LAC,Constantin Popa,Miami (FL),0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,popaco01,1995
54,SEA,Eurelijus Žukauskas,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zukauau01,1995
55,GSW,Michael McDonald,New Orleans,1.0,1,4,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,-0.1,-0.638,-32.4,0.0,mcdonmi01,1995
56,PHO,Chris Carr,Southern Illinois,6.0,297,4505,1988.0,658.0,294.0,0.416,0.338,0.807,15.2,6.7,2.2,1.0,3.9,0.042,-3.0,-1.1,carrch01,1995
57,ATL,Cuonzo Martin,Purdue,2.0,7,32,9.0,3.0,3.0,0.25,0.6,0.0,4.6,1.3,0.4,0.4,-0.1,-0.151,-6.3,0.0,marticu01,1995
58,DET,Don Reid,Georgetown,8.0,403,5374,1454.0,1169.0,143.0,0.53,0.0,0.658,13.3,3.6,2.9,0.4,13.7,0.123,-2.1,-0.2,reiddo01,1995
1,PHI,Allen Iverson,Georgetown,14.0,914,37584,24368.0,3394.0,5624.0,0.425,0.313,0.78,41.1,26.7,3.7,6.2,99.0,0.126,3.2,49.6,iversal01,1996
2,TOR,Marcus Camby,UMass,17.0,973,28684,9262.0,9513.0,1837.0,0.466,0.205,0.67,29.5,9.5,9.8,1.9,81.6,0.137,2.3,31.3,cambyma01,1996
3,VAN,Shareef Abdur-Rahim,California,12.0,830,28882,15028.0,6239.0,2109.0,0.472,0.297,0.81,34.8,18.1,7.5,2.5,71.2,0.118,1.0,21.9,abdursh01,1996
4,MIL,Stephon Marbury,Georgia Tech,13.0,846,31891,16297.0,2516.0,6471.0,0.433,0.325,0.784,37.7,19.3,3.0,7.6,77.5,0.117,1.8,30.7,marbust01,1996
5,MIN,Ray Allen,UConn,18.0,1300,46344,24505.0,5272.0,4361.0,0.452,0.4,0.894,35.6,18.9,4.1,3.4,145.1,0.15,2.9,57.6,allenra02,1996
6,BOS,Antoine Walker,Kentucky,12.0,893,31531,15647.0,6891.0,3170.0,0.414,0.325,0.633,35.3,17.5,7.7,3.5,38.1,0.058,0.3,18.0,walkean02,1996
7,LAC,Lorenzen Wright,Memphis,13.0,778,18535,6191.0,4943.0,622.0,0.459,0.069,0.645,23.8,8.0,6.4,0.8,30.5,0.079,-2.6,-3.0,wrighlo02,1996
8,NJN,Kerry Kittles,Villanova,8.0,507,16929,7165.0,1983.0,1295.0,0.439,0.378,0.78,33.4,14.1,3.9,2.6,44.8,0.127,2.2,18.0,kittlke01,1996
9,DAL,Samaki Walker,Louisville,10.0,445,7612,2376.0,2089.0,252.0,0.462,0.111,0.63,17.1,5.3,4.7,0.6,14.2,0.089,-2.6,-1.1,walkesa01,1996
10,IND,Erick Dampier,Mississippi State,16.0,987,24003,7309.0,7005.0,817.0,0.498,0.125,0.626,24.3,7.4,7.1,0.8,52.7,0.105,-1.3,4.1,dampier01,1996
11,GSW,Todd Fuller,NC State,5.0,225,2500,835.0,674.0,46.0,0.422,0.0,0.668,11.1,3.7,3.0,0.2,2.2,0.041,-5.7,-2.3,fulleto02,1996
12,CLE,Vitaly Potapenko,Wright State University,11.0,610,11608,3995.0,2725.0,418.0,0.479,0.167,0.694,19.0,6.5,4.5,0.7,15.5,0.064,-4.0,-5.9,potapvi01,1996
13,CHH,Kobe Bryant,,20.0,1346,48637,33643.0,7047.0,6306.0,0.447,0.329,0.837,36.1,25.0,5.2,4.7,172.7,0.17,4.6,80.1,bryanko01,1996
14,SAC,Peja Stojaković,,13.0,804,26966,13647.0,3782.0,1408.0,0.45,0.401,0.895,33.5,17.0,4.7,1.8,82.6,0.147,1.9,26.2,stojape01,1996
15,PHO,Steve Nash,Santa Clara,18.0,1217,38069,17387.0,3642.0,10335.0,0.49,0.428,0.904,31.3,14.3,3.0,8.5,129.7,0.164,3.0,48.2,nashst01,1996
16,CHH,Tony Delk,Kentucky,10.0,545,11702,4957.0,1351.0,1024.0,0.408,0.343,0.769,21.5,9.1,2.5,1.9,19.5,0.08,-0.4,4.8,delkto01,1996
17,POR,Jermaine O'Neal,,18.0,1011,27364,13309.0,7261.0,1369.0,0.467,0.147,0.715,27.1,13.2,7.2,1.4,66.0,0.116,0.3,15.6,onealje01,1996
18,NYK,John Wallace,Syracuse,7.0,381,6143,2901.0,1061.0,281.0,0.462,0.3,0.74,16.1,7.6,2.8,0.7,6.4,0.05,-2.7,-1.0,wallajo01,1996
19,NYK,Walter McCarty,Kentucky,10.0,593,10374,3056.0,1554.0,670.0,0.392,0.346,0.698,17.5,5.2,2.6,1.1,13.7,0.064,-1.7,0.8,mccarwa01,1996
