pick_overall,team_id,player,college_name,seasons,g,mp,pts,trb,ast,fg_pct,fg3_pct,ft_pct,mp_per_g,pts_per_g,trb_per_g,ast_per_g,ws,ws_per_48,bpm,vorp,player_id,season
21,PHI,Tyrese Maxey,Kentucky,4.0,266,8227,4833.0,778.0,1086.0,0.468,0.396,0.862,30.9,18.2,2.9,4.1,22.7,0.132,1.2,6.6,maxeyty01,2020
22,DEN,Zeke Nnaji,Arizona,4.0,194,2399,869.0,476.0,77.0,0.512,0.37,0.662,12.4,4.5,2.5,0.4,5.4,0.109,-2.9,-0.6,nnajize01,2020
23,NYK,Leandro Bolmaro,,2.0,49,309,56.0,50.0,28.0,0.27,0.227,0.846,6.3,1.1,1.0,0.6,-0.3,-0.048,-7.8,-0.5,bolmale01,2020
24,MIL,R.J. Hampton,,4.0,170,3116,1155.0,466.0,307.0,0.408,0.338,0.679,18.3,6.8,2.7,1.8,0.8,0.013,-3.8,-1.4,hamptrj01,2020
25,OKC,Immanuel Quickley,Kentucky,4.0,291,7374,3978.0,980.0,1012.0,0.421,0.375,0.857,25.3,13.7,3.4,3.5,18.9,0.123,1.1,5.7,quickim01,2020
26,BOS,Payton Pritchard,Oregon,4.0,267,4737,2009.0,645.0,604.0,0.444,0.395,0.862,17.7,7.5,2.4,2.3,12.3,0.125,0.1,2.6,pritcpa01,2020
27,UTA,Udoka Azubuike,Kansas,4.0,84,724,256.0,235.0,14.0,0.758,0.0,0.444,8.6,3.0,2.8,0.2,2.0,0.133,-1.5,0.1,azubuud01,2020
28,LAL,Jaden McDaniels,Washington,4.0,284,7835,2784.0,1056.0,399.0,0.484,0.354,0.729,27.6,9.8,3.7,1.4,11.6,0.071,-2.4,-0.8,mcdanja02,2020
29,TOR,Malachi Flynn,San Diego State,4.0,213,3032,1168.0,369.0,407.0,0.387,0.334,0.745,14.2,5.5,1.7,1.9,2.8,0.045,-2.6,-0.5,flynnma01,2020
30,BOS,Desmond Bane,TCU,4.0,244,7069,4253.0,1020.0,810.0,0.468,0.415,0.879,29.0,17.4,4.2,3.3,19.0,0.129,2.2,7.5,banede01,2020
31,DAL,Tyrell Terry,Stanford,2.0,13,59,13.0,6.0,6.0,0.353,0.0,0.333,4.5,1.0,0.5,0.5,0.0,-0.035,-4.8,0.0,terryty01,2020
32,CHO,Vernon Carey Jr.,Duke,3.0,37,187,72.0,50.0,5.0,0.474,0.143,0.654,5.1,1.9,1.4,0.1,0.2,0.058,-6.3,-0.2,careyve01,2020
33,MIN,Daniel Oturu,Minnesota,2.0,33,188,63.0,53.0,10.0,0.431,0.167,0.706,5.7,1.9,1.6,0.3,0.3,0.086,-5.2,-0.2,oturuda01,2020
34,PHI,Théo Maledon,,4.0,177,3753,1373.0,489.0,518.0,0.372,0.31,0.793,21.2,7.8,2.8,2.9,-0.2,-0.002,-4.6,-2.4,maledth01,2020
35,SAC,Xavier Tillman Sr.,Michigan State,4.0,227,3940,1355.0,935.0,310.0,0.522,0.267,0.574,17.4,6.0,4.1,1.4,10.3,0.125,0.3,2.3,tillmxa01,2020
36,PHI,Tyler Bey,Colorado,1.0,18,71,18.0,19.0,3.0,0.318,0.25,0.6,3.9,1.0,1.1,0.2,0.0,-0.033,-9.5,-0.1,beyty01,2020
37,WAS,Vit Krejci,,3.0,81,1396,358.0,179.0,124.0,0.435,0.348,0.833,17.2,4.4,2.2,1.5,1.4,0.047,-4.5,-0.9,krejcvi01,2020
38,UTA,Saben Lee,Vanderbilt,4.0,134,1943,697.0,260.0,378.0,0.421,0.271,0.734,14.5,5.2,1.9,2.8,3.5,0.085,-1.4,0.3,leesa01,2020
39,NOP,Elijah Hughes,Syracuse,2.0,54,498,157.0,67.0,28.0,0.328,0.28,0.769,9.2,2.9,1.2,0.5,-0.4,-0.039,-6.4,-0.5,hugheel01,2020
40,MEM,Robert Woodard II,Mississippi State,2.0,25,87,27.0,27.0,5.0,0.278,0.2,0.5,3.5,1.1,1.1,0.2,-0.1,-0.077,-7.7,-0.1,woodaro01,2020
41,SAS,Tre Jones,Duke,4.0,251,5539,2153.0,710.0,1198.0,0.481,0.301,0.843,22.1,8.6,2.8,4.8,11.6,0.101,-0.8,1.7,jonestr01,2020
42,NOP,Nick Richards,Kentucky,4.0,200,3406,1349.0,1052.0,107.0,0.661,0.333,0.736,17.0,6.7,5.3,0.5,10.3,0.145,-2.1,-0.1,richani01,2020
43,SAC,Jahmi'us Ramsey,Texas Tech,3.0,39,349,147.0,45.0,21.0,0.416,0.271,0.68,8.9,3.8,1.2,0.5,-0.1,-0.008,-5.4,-0.3,ramseja01,2020
44,CHI,Marko Simonovic,,2.0,16,55,23.0,12.0,0.0,0.273,0.222,0.692,3.4,1.4,0.8,0.0,0.0,-0.026,-12.3,-0.1,simonma01,2020
45,MIL,Jordan Nwora,Louisville,4.0,206,3359,1564.0,659.0,216.0,0.433,0.376,0.807,16.3,7.6,3.2,1.0,3.0,0.043,-2.8,-0.7,nworajo01,2020
46,POR,CJ Elleby,Washington State,2.0,88,1366,407.0,259.0,97.0,0.39,0.275,0.717,15.5,4.6,2.9,1.1,0.5,0.018,-5.2,-1.1,ellebcj01,2020
47,BOS,Yam Madar,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,madarya01,2020
48,GSW,Nico Mannion,Arizona,1.0,30,364,123.0,46.0,70.0,0.342,0.367,0.821,12.1,4.1,1.5,2.3,0.2,0.029,-3.9,-0.2,mannini01,2020
49,PHI,Isaiah Joe,Arkansas,4.0,247,3832,1678.0,447.0,242.0,0.427,0.397,0.841,15.5,6.8,1.8,1.0,8.4,0.105,-0.4,1.5,joeis01,2020
50,ATL,Skylar Mays,LSU,4.0,105,1111,451.0,122.0,182.0,0.445,0.345,0.859,10.6,4.3,1.2,1.7,2.1,0.092,-0.7,0.4,mayssk01,2020
51,GSW,Justinian Jessup,Boise State,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jessuju01,2020
52,SAC,KJ Martin,,4.0,266,5762,2378.0,1122.0,323.0,0.544,0.337,0.662,21.7,8.9,4.2,1.2,11.1,0.093,-1.5,0.7,martike04,2020
53,OKC,Cassius Winston,Michigan State,2.0,29,137,55.0,10.0,19.0,0.409,0.435,0.9,4.7,1.9,0.3,0.7,0.1,0.051,-4.9,-0.1,winstca01,2020
54,IND,Cassius Stanley,Duke,2.0,33,248,88.0,39.0,5.0,0.36,0.233,0.895,7.5,2.7,1.2,0.2,0.0,-0.006,-7.9,-0.4,stanlca01,2020
55,BRK,Jay Scrubb,John A. Logan College,3.0,24,235,97.0,36.0,10.0,0.416,0.313,0.765,9.8,4.0,1.5,0.4,-0.1,-0.014,-6.6,-0.3,scrubja01,2020
56,CHO,Grant Riller,College of Charleston,1.0,7,27,18.0,1.0,3.0,0.667,0.5,0.0,3.9,2.6,0.1,0.4,0.1,0.177,5.1,0.0,rillegr01,2020
57,LAC,Reggie Perry,Mississippi State,2.0,36,398,170.0,120.0,26.0,0.459,0.189,0.679,11.1,4.7,3.3,0.7,0.4,0.048,-5.5,-0.3,perryre01,2020
58,PHI,Paul Reed,DePaul,4.0,215,2824,1091.0,903.0,164.0,0.555,0.312,0.69,13.1,5.1,4.2,0.8,9.9,0.168,0.3,1.7,reedpa01,2020
59,TOR,Jalen Harris,Nevada,1.0,13,172,96.0,18.0,17.0,0.5,0.472,0.778,13.2,7.4,1.4,1.3,0.3,0.079,0.3,0.1,harrija01,2020
60,NOP,Sam Merrill,Utah State University,4.0,102,1419,624.0,166.0,138.0,0.405,0.398,0.895,13.9,6.1,1.6,1.4,3.5,0.119,0.0,0.7,merrisa01,2020
1,DET,Cade Cunningham,Oklahoma State,3.0,138,4562,2758.0,696.0,892.0,0.432,0.329,0.858,33.1,20.0,5.0,6.5,1.1,0.012,-0.6,1.6,cunnica01,2021
2,HOU,Jalen Green,,3.0,225,7341,4450.0,933.0,748.0,0.421,0.337,0.794,32.6,19.8,4.1,3.3,5.6,0.036,-1.7,0.5,greenja05,2021
3,CLE,Evan Mobley,USC,3.0,198,6578,3096.0,1749.0,558.0,0.544,0.265,0.681,33.2,15.6,8.8,2.8,19.3,0.141,1.6,5.9,mobleev01,2021
4,TOR,Scottie Barnes,Florida State,3.0,211,7389,3504.0,1563.0,990.0,0.474,0.311,0.764,35.0,16.6,7.4,4.7,15.9,0.103,1.5,6.5,barnesc01,2021
5,ORL,Jalen Suggs,Gonzaga,3.0,176,4578,2031.0,561.0,569.0,0.422,0.333,0.753,26.0,11.5,3.2,3.2,4.5,0.047,-1.4,0.7,suggsja01,2021
6,OKC,Josh Giddey,,3.0,210,6078,2920.0,1534.0,1200.0,0.464,0.31,0.753,28.9,13.9,7.3,5.7,8.6,0.068,0.7,4.1,giddejo01,2021
7,GSW,Jonathan Kuminga,,3.0,211,4528,2506.0,820.0,352.0,0.524,0.341,0.707,21.5,11.9,3.9,1.7,10.1,0.107,-1.1,1.0,kuminjo01,2021
8,ORL,Franz Wagner,Michigan,3.0,231,7375,4103.0,1066.0,783.0,0.479,0.332,0.85,31.9,17.8,4.6,3.4,15.7,0.103,0.1,3.9,wagnefr01,2021
9,SAC,Davion Mitchell,Baylor,3.0,227,4624,1690.0,366.0,632.0,0.434,0.327,0.703,20.4,7.4,1.6,2.8,3.0,0.031,-3.4,-1.6,mitchda01,2021
10,NOP,Ziaire Williams,Stanford,3.0,150,2945,1131.0,388.0,175.0,0.426,0.301,0.803,19.6,7.5,2.6,1.2,2.6,0.042,-4.0,-1.5,willizi02,2021
11,CHO,James Bouknight,UConn,3.0,79,900,383.0,133.0,73.0,0.363,0.335,0.762,11.4,4.8,1.7,0.9,-0.3,-0.017,-5.9,-0.9,bouknja01,2021
12,SAS,Joshua Primo,Alabama,3.0,56,1068,318.0,127.0,99.0,0.371,0.3,0.75,19.1,5.7,2.3,1.8,-0.3,-0.011,-5.3,-0.9,primojo01,2021
13,IND,Chris Duarte,Oregon,3.0,160,3157,1312.0,447.0,222.0,0.405,0.347,0.816,19.7,8.2,2.8,1.4,1.6,0.024,-3.1,-0.9,duartch01,2021
14,GSW,Moses Moody,Arkansas,3.0,181,2580,1063.0,381.0,131.0,0.46,0.362,0.758,14.3,5.9,2.1,0.7,5.0,0.093,-1.5,0.4,moodymo01,2021
15,WAS,Corey Kispert,Gonzaga,3.0,231,5961,2524.0,641.0,328.0,0.481,0.388,0.792,25.8,10.9,2.8,1.4,8.2,0.066,-2.0,0.0,kispeco01,2021
16,OKC,Alperen Sengun,,3.0,210,5706,3132.0,1660.0,788.0,0.528,0.284,0.705,27.2,14.9,7.9,3.8,14.2,0.12,2.0,5.8,sengual01,2021
17,MEM,Trey Murphy III,Virginia,3.0,198,5002,2324.0,708.0,274.0,0.454,0.392,0.867,25.3,11.7,3.6,1.4,14.9,0.143,1.5,4.4,murphtr02,2021
18,OKC,Tre Mann,Florida,3.0,168,3537,1524.0,475.0,376.0,0.408,0.345,0.776,21.1,9.1,2.8,2.2,1.8,0.024,-3.4,-1.2,manntr01,2021
19,NYK,Kai Jones,Texas,2.0,67,613,179.0,134.0,19.0,0.567,0.238,0.647,9.1,2.7,2.0,0.3,0.7,0.056,-4.3,-0.4,joneska01,2021
20,ATL,Jalen Johnson,Duke,3.0,148,3051,1343.0,796.0,289.0,0.506,0.328,0.694,20.6,9.1,5.4,2.0,6.0,0.095,0.6,2.0,johnsja05,2021
21,NYK,Keon Johnson,Tennessee,3.0,82,1173,487.0,132.0,138.0,0.363,0.346,0.76,14.3,5.9,1.6,1.7,-0.9,-0.035,-5.6,-1.1,johnske07,2021
22,LAL,Isaiah Jackson,Kentucky,3.0,158,2354,1135.0,669.0,111.0,0.594,0.206,0.679,14.9,7.2,4.2,0.7,7.4,0.151,-0.2,1.1,jacksis01,2021
23,HOU,Usman Garuba,,3.0,105,1228,276.0,397.0,82.0,0.467,0.363,0.625,11.7,2.6,3.8,0.8,2.3,0.09,-1.4,0.2,garubus01,2021
24,HOU,Josh Christopher,Arizona State,2.0,138,2120,959.0,257.0,223.0,0.455,0.277,0.74,15.4,6.9,1.9,1.6,0.3,0.006,-3.8,-1.0,chrisjo01,2021
25,LAC,Quentin Grimes,Houston,3.0,168,3932,1433.0,423.0,260.0,0.428,0.371,0.772,23.4,8.5,2.5,1.5,7.5,0.091,-0.7,1.3,grimequ01,2021
26,DEN,Bones Hyland,VCU,3.0,162,2935,1613.0,378.0,456.0,0.398,0.361,0.844,18.1,10.0,2.3,2.8,3.8,0.063,-1.1,0.6,hylanbo01,2021
27,BRK,Cam Thomas,LSU,3.0,190,4199,2656.0,470.0,348.0,0.44,0.344,0.855,22.1,14.0,2.5,1.8,4.3,0.049,-2.2,-0.2,thomaca02,2021
28,PHI,Jaden Springer,Tennessee,3.0,67,602,207.0,94.0,52.0,0.418,0.226,0.82,9.0,3.1,1.4,0.8,0.8,0.067,-2.6,-0.1,sprinja01,2021
29,PHO,Day'Ron Sharpe,UNC,3.0,141,1864,840.0,749.0,139.0,0.565,0.364,0.612,13.2,6.0,5.3,1.0,5.7,0.148,-1.3,0.3,sharpda01,2021
30,UTA,Santi Aldama,Loyola (MD),3.0,170,3660,1482.0,810.0,256.0,0.447,0.333,0.692,21.5,8.7,4.8,1.5,7.2,0.095,-0.4,1.4,aldamsa01,2021
31,MIL,Isaiah Todd,,2.0,18,135,29.0,24.0,8.0,0.222,0.192,0.5,7.5,1.6,1.3,0.4,-0.3,-0.124,-10.2,-0.3,toddis01,2021
32,NYK,Jeremiah Robinson-Earl,Villanova,3.0,131,2235,773.0,530.0,113.0,0.433,0.343,0.777,17.1,5.9,4.0,0.9,4.0,0.085,-1.9,0.0,robinje02,2021
33,ORL,Jason Preston,Ohio University,2.0,21,195,53.0,39.0,43.0,0.4,0.238,0.0,9.3,2.5,1.9,2.0,0.1,0.023,-2.6,0.0,prestja01,2021
34,OKC,Rokas Jokubaitis,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,jokubro01,2021
35,NOP,Herbert Jones,Alabama,3.0,220,6607,2228.0,837.0,528.0,0.482,0.373,0.824,30.0,10.1,3.8,2.4,15.2,0.11,0.0,3.3,joneshe01,2021
36,OKC,Miles McBride,West Virginia,3.0,172,2460,873.0,192.0,227.0,0.404,0.355,0.76,14.3,5.1,1.1,1.3,4.6,0.09,-1.4,0.4,mcbrimi01,2021
37,DET,JT Thor,Auburn,3.0,165,2012,528.0,341.0,84.0,0.418,0.32,0.644,12.2,3.2,2.1,0.5,1.0,0.025,-4.4,-1.2,thorjt01,2021
38,CHI,Ayo Dosunmu,Illinois,3.0,233,6420,2290.0,650.0,704.0,0.504,0.37,0.77,27.6,9.8,2.8,3.0,10.1,0.075,-1.7,0.4,dosunay01,2021
39,SAC,Neemias Queta,Utah State University,3.0,48,482,211.0,164.0,27.0,0.596,0.0,0.66,10.0,4.4,3.4,0.6,2.0,0.2,-0.4,0.2,quetane01,2021
40,NOP,Jared Butler,Baylor,3.0,88,1003,449.0,107.0,197.0,0.453,0.328,0.808,11.4,5.1,1.2,2.2,1.2,0.056,-1.9,0.0,butleja02,2021
41,SAS,Joe Wieskamp,Iowa,2.0,38,255,70.0,18.0,12.0,0.329,0.309,0.538,6.7,1.8,0.5,0.3,0.1,0.013,-5.3,-0.2,wieskjo01,2021
42,DET,Isaiah Livers,Michigan,3.0,94,2051,581.0,248.0,87.0,0.407,0.358,0.789,21.8,6.2,2.6,0.9,1.6,0.037,-3.2,-0.6,liveris01,2021
43,NOP,Greg Brown III,Texas,3.0,70,773,268.0,163.0,42.0,0.424,0.296,0.616,11.0,3.8,2.3,0.6,0.2,0.015,-5.1,-0.6,browngr01,2021
44,BRK,Kessler Edwards,Pepperdine,3.0,138,1647,477.0,275.0,69.0,0.407,0.35,0.744,11.9,3.5,2.0,0.5,1.5,0.043,-3.5,-0.6,edwarke02,2021
45,BOS,Juhann Begarin,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,begarju01,2021
46,TOR,Dalano Banton,Nebraska,3.0,149,2022,904.0,347.0,262.0,0.409,0.289,0.729,13.6,6.1,2.3,1.8,1.3,0.031,-1.8,0.1,bantoda01,2021
47,TOR,David Johnson,Louisville,1.0,2,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.495,-27.7,0.0,johnsda08,2021
48,ATL,Sharife Cooper,Auburn,1.0,13,39,7.0,5.0,5.0,0.214,0.167,0.0,3.0,0.5,0.4,0.4,-0.2,-0.297,-16.3,-0.1,coopesh01,2021
49,BRK,Marcus Zegarowski,Creighton,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zegarma01,2021
50,PHI,Filip Petrušev,Gonzaga,1.0,3,10,3.0,1.0,0.0,0.5,0.0,0.5,3.3,1.0,0.3,0.0,0.0,0.029,-8.0,0.0,petrufi01,2021
51,MEM,Brandon Boston Jr.,Kentucky,3.0,105,1353,653.0,193.0,84.0,0.396,0.313,0.776,12.9,6.2,1.8,0.8,0.3,0.012,-4.6,-0.9,bostobr01,2021
52,DET,Luka Garza,Iowa,3.0,85,754,466.0,194.0,42.0,0.488,0.325,0.703,8.9,5.5,2.3,0.5,2.2,0.143,-1.8,0.0,garzalu01,2021
53,PHI,Charles Bassey,Western Kentucky,3.0,77,881,331.0,331.0,75.0,0.658,0.231,0.655,11.4,4.3,4.3,1.0,2.7,0.149,1.0,0.7,bassech01,2021
54,IND,Sandro Mamukelashvili,Seton Hall,3.0,130,1518,607.0,414.0,133.0,0.454,0.33,0.726,11.7,4.7,3.2,1.0,3.0,0.096,-1.3,0.3,mamuksa01,2021
55,OKC,Aaron Wiggins,Maryland,3.0,198,3734,1437.0,574.0,234.0,0.514,0.394,0.78,18.9,7.3,2.9,1.2,7.5,0.097,-1.9,0.1,wiggiaa01,2021
56,CHO,Scottie Lewis,Florida,1.0,2,7,1.0,0.0,1.0,0.0,0.0,0.5,3.5,0.5,0.0,0.5,0.0,0.164,6.0,0.0,lewissc01,2021
57,CHO,Balša Koprivica,Florida State,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kopriba01,2021
58,NYK,Jericho Sims,Texas,3.0,138,1952,360.0,558.0,71.0,0.741,0.0,0.58,14.1,2.6,4.0,0.5,5.6,0.138,-1.2,0.4,simsje01,2021
59,BRK,RaiQuan Gray,Florida State,2.0,4,74,39.0,16.0,13.0,0.552,0.417,1.0,18.5,9.8,4.0,3.3,0.2,0.149,2.9,0.1,grayra01,2021
60,IND,Georgios Kalaitzakis,,1.0,13,213,86.0,21.0,12.0,0.463,0.385,0.467,16.4,6.6,1.6,0.9,-0.1,-0.024,-7.0,-0.3,kalaige01,2021
1,ORL,Paolo Banchero,Duke,2.0,152,5229,3241.0,1051.0,700.0,0.442,0.321,0.731,34.4,21.3,6.9,4.6,7.6,0.07,0.0,2.7,banchpa01,2022
2,OKC,Chet Holmgren,Gonzaga,1.0,82,2413,1357.0,648.0,200.0,0.53,0.37,0.793,29.4,16.5,7.9,2.4,8.9,0.178,3.4,3.3,holmgch01,2022
3,HOU,Jabari Smith Jr.,Auburn,2.0,155,4875,2054.0,1185.0,222.0,0.43,0.335,0.798,31.5,13.3,7.6,1.4,7.5,0.074,-2.0,0.0,smithja05,2022
4,SAC,Keegan Murray,Iowa,2.0,157,4970,2148.0,791.0,227.0,0.454,0.384,0.805,31.7,13.7,5.0,1.4,9.5,0.092,-0.7,1.6,murrake02,2022
5,DET,Jaden Ivey,Purdue,2.0,151,4521,2389.0,552.0,683.0,0.422,0.339,0.748,29.9,15.8,3.7,4.5,0.4,0.004,-3.2,-1.4,iveyja01,2022
6,IND,Bennedict Mathurin,Arizona,2.0,137,3760,2158.0,552.0,235.0,0.439,0.344,0.826,27.4,15.8,4.0,1.7,3.2,0.041,-3.6,-1.5,mathube01,2022
7,POR,Shaedon Sharpe,Kentucky,2.0,112,2838,1299.0,396.0,188.0,0.445,0.35,0.772,25.3,11.6,3.5,1.7,1.7,0.028,-3.1,-0.8,sharpsh01,2022
8,NOP,Dyson Daniels,,2.0,120,2400,581.0,424.0,298.0,0.435,0.312,0.645,20.0,4.8,3.5,2.5,4.2,0.085,-0.5,0.9,daniedy01,2022
9,SAS,Jeremy Sochan,Baylor,2.0,130,3651,1475.0,771.0,391.0,0.444,0.285,0.738,28.1,11.3,5.9,3.0,1.5,0.02,-3.6,-1.5,sochaje01,2022
10,WAS,Johnny Davis,Wisconsin,2.0,78,1036,315.0,137.0,60.0,0.394,0.282,0.549,13.3,4.0,1.8,0.8,-0.4,-0.019,-6.9,-1.3,davisjo06,2022
11,NYK,Ousmane Dieng,,2.0,72,934,326.0,156.0,83.0,0.421,0.28,0.744,13.0,4.5,2.2,1.2,0.9,0.044,-3.4,-0.3,diengou01,2022
12,OKC,Jalen Williams,Santa Clara,2.0,146,4499,2411.0,619.0,570.0,0.532,0.395,0.813,30.8,16.5,4.2,3.9,12.9,0.138,1.3,3.8,willija06,2022
13,CHO,Jalen Duren,Memphis,2.0,128,3447,1453.0,1304.0,222.0,0.631,0.0,0.707,26.9,11.4,10.2,1.7,9.3,0.13,-0.4,1.3,durenja01,2022
14,CLE,Ochai Agbaji,Kansas,2.0,137,2850,922.0,337.0,150.0,0.419,0.326,0.744,20.8,6.7,2.5,1.1,1.4,0.024,-3.8,-1.3,agbajoc01,2022
15,CHO,Mark Williams,Duke,2.0,62,1336,629.0,488.0,40.0,0.642,0.0,0.702,21.5,10.1,7.9,0.6,4.9,0.177,0.3,0.8,willima07,2022
16,ATL,AJ Griffin,Duke,2.0,92,1572,687.0,171.0,78.0,0.447,0.372,0.898,17.1,7.5,1.9,0.8,1.8,0.053,-1.7,0.1,griffaj01,2022
17,HOU,Tari Eason,LSU,2.0,104,2247,975.0,649.0,115.0,0.452,0.347,0.73,21.6,9.4,6.2,1.1,3.8,0.082,-1.0,0.6,easonta01,2022
18,CHI,Dalen Terry,Arizona,2.0,97,895,265.0,150.0,103.0,0.441,0.238,0.609,9.2,2.7,1.5,1.1,1.3,0.071,-1.7,0.1,terryda01,2022
19,MIN,Jake LaRavia,Wake Forest,2.0,70,1220,484.0,191.0,79.0,0.389,0.339,0.822,17.4,6.9,2.7,1.1,1.5,0.059,-2.8,-0.3,laravja01,2022
20,SAS,Malaki Branham,Ohio State,2.0,141,3144,1363.0,329.0,283.0,0.436,0.325,0.85,22.3,9.7,2.3,2.0,-0.4,-0.006,-5.4,-2.7,branhma01,2022
21,DEN,Christian Braun,Kansas,2.0,158,2836,960.0,487.0,191.0,0.473,0.373,0.672,17.9,6.1,3.1,1.2,5.4,0.091,-2.1,-0.1,braunch01,2022
22,MEM,Walker Kessler,Auburn,2.0,138,3196,1197.0,1101.0,129.0,0.69,0.227,0.548,23.2,8.7,8.0,0.9,11.2,0.168,2.0,3.2,kesslwa01,2022
23,PHI,David Roddy,Colorado State,2.0,135,2435,891.0,404.0,139.0,0.416,0.301,0.662,18.0,6.6,3.0,1.0,1.2,0.024,-4.4,-1.5,roddyda01,2022
24,MIL,MarJon Beauchamp,,2.0,100,1309,477.0,214.0,66.0,0.433,0.355,0.708,13.1,4.8,2.1,0.7,1.1,0.04,-4.0,-0.7,beaucma01,2022
25,SAS,Blake Wesley,Notre Dame,2.0,98,1545,452.0,175.0,265.0,0.398,0.299,0.639,15.8,4.6,1.8,2.7,-0.7,-0.021,-6.4,-1.7,weslebl01,2022
26,DAL,Wendell Moore Jr.,Duke,2.0,54,228,60.0,30.0,24.0,0.443,0.087,0.8,4.2,1.1,0.6,0.4,0.2,0.036,-2.6,0.0,moorewe01,2022
27,MIA,Nikola Jović,,2.0,61,1100,434.0,223.0,100.0,0.443,0.369,0.773,18.0,7.1,3.7,1.6,2.1,0.094,-0.4,0.4,jovicni01,2022
28,GSW,Patrick Baldwin Jr.,UW-Milwaukee,2.0,69,719,290.0,163.0,40.0,0.386,0.348,0.676,10.4,4.2,2.4,0.6,0.3,0.022,-3.8,-0.3,baldwpa01,2022
29,MEM,TyTy Washington Jr.,Kentucky,2.0,42,489,159.0,50.0,52.0,0.356,0.244,0.556,11.6,3.8,1.2,1.2,-0.2,-0.022,-6.5,-0.6,washity02,2022
30,OKC,Peyton Watson,UCLA,2.0,103,1674,607.0,295.0,97.0,0.468,0.307,0.651,16.3,5.9,2.9,0.9,2.7,0.079,-2.3,-0.1,watsope01,2022
31,IND,Andrew Nembhard,Gonzaga,2.0,143,3770,1335.0,340.0,621.0,0.467,0.353,0.797,26.4,9.3,2.4,4.3,3.3,0.042,-2.8,-0.7,nembhan01,2022
32,ORL,Caleb Houstan,Michigan,2.0,110,1627,446.0,183.0,59.0,0.376,0.359,0.818,14.8,4.1,1.7,0.5,2.2,0.064,-3.0,-0.4,houstca01,2022
33,TOR,Christian Koloko,Arizona,1.0,58,802,182.0,171.0,31.0,0.48,0.083,0.627,13.8,3.1,2.9,0.5,1.7,0.104,-3.5,-0.3,kolokch01,2022
34,OKC,Jaylin Williams,Arkansas,2.0,118,1811,564.0,475.0,186.0,0.426,0.385,0.747,15.3,4.8,4.0,1.6,4.3,0.114,-0.3,0.8,willija07,2022
35,LAL,Max Christie,Michigan State,2.0,108,1456,412.0,217.0,81.0,0.424,0.378,0.806,13.5,3.8,2.0,0.8,1.3,0.043,-3.5,-0.5,chrisma02,2022
36,POR,Gabriele Procida,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,prociga01,2022
37,SAC,Jaden Hardy,,2.0,121,1697,950.0,220.0,174.0,0.42,0.379,0.8,14.0,7.9,1.8,1.4,1.0,0.028,-3.3,-0.6,hardyja02,2022
38,SAS,Kennedy Chandler,Tennessee,1.0,36,281,78.0,38.0,58.0,0.422,0.133,0.462,7.8,2.2,1.1,1.6,0.3,0.044,-2.7,0.0,chandke01,2022
39,CLE,Khalifa Diop,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,diopkh01,2022
40,MIN,Bryce McGowens,Nebraska,2.0,105,1669,548.0,195.0,105.0,0.419,0.33,0.764,15.9,5.2,1.9,1.0,0.7,0.02,-5.4,-1.4,mcgowbr01,2022
41,NOP,E.J. Liddell,Ohio State,1.0,8,23,4.0,5.0,1.0,0.167,0.0,1.0,2.9,0.5,0.6,0.1,0.0,-0.091,-4.7,0.0,liddeej01,2022
42,NYK,Trevor Keels,Duke,1.0,3,8,3.0,2.0,0.0,0.25,0.25,0.0,2.7,1.0,0.7,0.0,0.0,-0.062,-13.0,0.0,keelstr01,2022
43,LAC,Moussa Diabaté,Michigan,2.0,33,259,88.0,74.0,8.0,0.515,0.5,0.633,7.8,2.7,2.2,0.2,0.8,0.141,-1.2,0.1,diabamo01,2022
44,ATL,Ryan Rollins,Toledo,2.0,25,140,67.0,25.0,20.0,0.447,0.462,0.826,5.6,2.7,1.0,0.8,0.0,-0.01,-3.5,-0.1,rolliry01,2022
45,CHO,Josh Minott,Memphis,2.0,47,187,96.0,42.0,13.0,0.486,0.375,0.909,4.0,2.0,0.9,0.3,0.7,0.183,1.7,0.2,minotjo01,2022
46,DET,Ismael Kamagate,,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kamagis01,2022
