player,pos,age,team_id,g,mp,per,ts_pct,fg3a_per_fga_pct,fta_per_fga_pct,orb_pct,drb_pct,trb_pct,ast_pct,stl_pct,blk_pct,tov_pct,usg_pct,ows,dws,ws,ws_per_48,obpm,dbpm,bpm,vorp,player_id,season
Tyler Johnson,PG,25.0,MIA,72,2052,13.0,0.549,0.456,0.181,1.9,11.7,6.8,12.4,1.5,1.4,9.5,18.6,1.9,2.3,4.2,0.097,-0.5,0.2,-0.3,0.9,johnsty01,2018
Wesley Johnson,SF,30.0,LAC,74,1486,9.8,0.512,0.481,0.158,2.2,13.6,8.0,5.6,2.5,3.5,12.3,13.0,-0.1,1.7,1.7,0.055,-2.5,1.7,-0.7,0.5,johnswe01,2018
Nikola Jokić,C,22.0,DEN,75,2443,24.4,0.603,0.277,0.31,9.0,27.9,18.5,29.6,1.8,2.1,15.5,24.2,7.8,2.9,10.7,0.211,5.3,1.6,6.9,5.5,jokicni01,2018
Damian Jones,C,22.0,GSW,15,89,6.8,0.517,0.0,0.227,6.8,10.6,8.8,2.9,0.5,2.7,14.2,13.9,0.0,0.1,0.1,0.031,-5.3,-1.8,-7.1,-0.1,jonesda03,2018
Derrick Jones Jr.,SF,20.0,TOT,20,245,10.1,0.48,0.34,0.453,9.6,7.8,8.7,5.1,0.8,4.4,9.9,12.8,0.1,0.2,0.4,0.075,-2.9,0.2,-2.7,0.0,jonesde02,2018
Jalen Jones,SF,24.0,TOT,16,181,10.3,0.485,0.382,0.279,7.7,15.7,11.6,3.5,1.4,0.5,8.4,20.9,0.0,0.2,0.1,0.027,-3.4,-2.6,-6.0,-0.2,jonesja04,2018
Tyus Jones,PG,21.0,MIN,82,1467,14.1,0.572,0.393,0.247,1.2,9.2,5.2,21.2,3.2,0.4,14.0,12.7,2.3,1.2,3.6,0.117,-0.8,1.7,0.8,1.1,jonesty01,2018
DeAndre Jordan,C,29.0,LAC,77,2424,20.2,0.648,0.0,0.54,15.1,37.6,26.5,7.1,0.8,2.4,16.1,15.2,6.0,3.4,9.4,0.186,1.7,-0.3,1.4,2.1,jordade01,2018
Cory Joseph,PG,26.0,IND,82,2210,11.0,0.503,0.315,0.156,2.0,11.4,6.7,16.1,1.8,0.7,11.9,14.8,1.2,2.0,3.1,0.068,-1.8,0.3,-1.5,0.3,josepco01,2018
Frank Kaminsky,PF,24.0,CHO,79,1835,14.4,0.545,0.383,0.271,2.7,14.5,8.5,11.0,1.0,0.9,7.6,20.5,2.3,1.3,3.6,0.094,0.6,-0.8,-0.2,0.8,kaminfr01,2018
Luke Kennard,SG,21.0,DET,73,1463,12.1,0.56,0.419,0.163,1.6,11.9,6.6,12.7,1.5,0.8,12.2,17.2,1.1,1.4,2.6,0.085,-0.9,0.1,-0.8,0.5,kennalu01,2018
Michael Kidd-Gilchrist,SF,24.0,CHO,74,1850,12.5,0.536,0.004,0.305,4.8,13.0,8.8,5.9,1.3,1.4,7.7,16.1,1.7,1.6,3.3,0.084,-2.1,0.0,-2.1,-0.1,kiddgmi01,2018
Sean Kilpatrick,SG,28.0,TOT,52,640,11.6,0.507,0.49,0.245,0.8,14.2,7.5,11.3,1.0,0.7,10.4,24.9,-0.2,0.3,0.1,0.008,-1.1,-1.7,-2.8,-0.1,kilpase01,2018
Maxi Kleber,PF,26.0,DAL,72,1206,13.4,0.576,0.414,0.191,6.3,15.6,10.8,6.4,1.1,3.5,8.2,13.7,1.6,1.2,2.8,0.113,-1.0,0.5,-0.5,0.5,klebima01,2018
Furkan Korkmaz,SG,20.0,PHI,14,80,3.4,0.386,0.607,0.143,2.8,11.7,7.4,6.7,1.2,1.0,6.3,16.9,-0.1,0.1,0.0,-0.006,-6.6,-1.0,-7.6,-0.1,korkmfu01,2018
Luke Kornet,C,22.0,NYK,20,326,13.6,0.516,0.632,0.088,3.8,18.0,10.9,11.6,0.9,4.2,8.5,19.0,0.2,0.3,0.5,0.077,0.4,-0.2,0.2,0.2,kornelu01,2018
Kyle Korver,SG,36.0,CLE,73,1574,13.4,0.652,0.777,0.149,0.7,10.9,5.9,8.0,1.0,1.5,9.6,16.0,2.8,0.6,3.4,0.104,1.5,-1.2,0.2,0.9,korveky01,2018
Kosta Koufos,C,28.0,SAC,71,1391,17.5,0.566,0.0,0.19,11.7,27.6,19.3,9.7,1.7,2.2,10.4,15.2,2.3,1.5,3.9,0.134,-0.2,-0.2,-0.4,0.6,koufoko01,2018
Kyle Kuzma,PF,22.0,LAL,77,2401,14.2,0.549,0.418,0.2,3.9,17.4,10.7,9.1,1.0,1.1,11.0,22.5,1.5,2.3,3.8,0.077,0.3,-1.0,-0.7,0.8,kuzmaky01,2018
Mindaugas Kuzminskas,SF,28.0,NYK,1,2,-41.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.7,0.0,0.0,0.0,-1.065,-33.0,-21.7,-54.7,0.0,kuzmimi01,2018
Skal Labissière,PF,21.0,SAC,60,1240,14.3,0.513,0.111,0.258,8.7,18.1,13.2,9.1,1.0,3.7,12.5,21.1,0.4,1.0,1.4,0.054,-1.9,-0.8,-2.7,-0.2,labissk01,2018
Jeremy Lamb,SG,25.0,CHO,80,1967,17.0,0.559,0.305,0.25,2.7,15.4,8.9,15.4,1.5,1.4,9.1,22.4,3.0,1.9,4.9,0.12,1.3,0.2,1.6,1.8,lambje01,2018
Shane Larkin,PG,25.0,BOS,54,775,10.3,0.491,0.393,0.169,2.1,10.7,6.5,18.5,1.9,0.2,12.3,15.5,0.3,1.1,1.4,0.087,-2.8,1.1,-1.7,0.1,larkish01,2018
Joffrey Lauvergne,C,26.0,SAS,55,534,16.5,0.536,0.026,0.247,13.0,22.6,17.8,12.2,0.9,0.5,13.5,20.4,0.6,0.7,1.3,0.12,-0.4,-0.6,-1.0,0.1,lauvejo01,2018
Zach LaVine,SG,22.0,CHI,24,656,14.6,0.499,0.346,0.301,1.4,14.4,7.7,18.6,1.8,0.5,9.7,29.5,-0.1,0.5,0.3,0.025,-0.8,-1.5,-2.3,-0.1,lavinza01,2018
Jake Layman,SF,23.0,POR,35,160,4.9,0.352,0.426,0.064,2.8,8.1,5.5,9.4,1.9,2.0,9.4,14.6,-0.3,0.2,-0.1,-0.021,-4.8,0.4,-4.3,-0.1,laymaja01,2018
T.J. Leaf,PF,20.0,IND,53,459,10.7,0.545,0.309,0.118,7.2,13.0,10.1,2.8,0.5,0.8,6.5,14.9,0.5,0.3,0.8,0.082,-1.4,-1.7,-3.1,-0.1,leaftj01,2018
Courtney Lee,SG,32.0,NYK,76,2310,13.0,0.564,0.368,0.164,1.4,9.3,5.4,11.3,1.7,0.6,9.4,16.9,2.7,1.2,3.9,0.082,-0.1,-0.2,-0.3,1.0,leeco01,2018
Damion Lee,SG,25.0,ATL,15,404,12.0,0.489,0.395,0.191,3.0,16.6,9.8,11.2,2.3,0.2,7.8,19.3,0.0,0.4,0.4,0.046,-2.3,0.4,-1.9,0.0,leeda03,2018
Walt Lemon Jr.,PG,25.0,NOP,5,35,6.9,0.491,0.063,0.188,0.0,6.0,3.1,21.1,0.0,2.3,18.8,26.4,-0.1,0.0,-0.1,-0.071,-5.3,-2.9,-8.2,-0.1,lemonwa01,2018
Alex Len,C,24.0,PHO,69,1395,19.4,0.612,0.008,0.611,13.2,26.7,19.8,9.1,0.9,3.5,14.0,17.0,3.2,1.3,4.5,0.154,0.6,-0.3,0.3,0.8,lenal01,2018
Kawhi Leonard,SF,26.0,SAS,9,210,26.0,0.572,0.315,0.342,3.1,19.1,11.1,17.7,4.3,3.6,11.1,30.6,0.3,0.5,0.9,0.196,5.2,4.9,10.1,0.6,leonaka01,2018
Meyers Leonard,C,25.0,POR,33,254,17.8,0.676,0.333,0.141,5.2,24.7,15.0,10.6,1.4,0.0,10.8,16.1,0.7,0.3,1.1,0.2,1.0,0.9,2.0,0.3,leoname01,2018
Jon Leuer,PF,28.0,DET,8,136,8.9,0.505,0.083,0.417,5.6,20.7,13.0,5.3,0.4,2.0,14.1,16.1,0.0,0.1,0.1,0.05,-4.3,-0.3,-4.6,-0.1,leuerjo01,2018
Caris LeVert,SF,23.0,BRK,71,1864,14.2,0.525,0.333,0.254,3.0,11.9,7.4,26.0,2.1,0.9,15.8,22.5,0.7,1.6,2.3,0.058,-0.8,0.0,-0.8,0.6,leverca01,2018
DeAndre Liggins,SG,29.0,TOT,58,724,6.0,0.467,0.5,0.047,1.1,10.6,5.9,8.4,2.5,1.6,15.6,7.9,-0.2,0.7,0.5,0.034,-4.3,1.8,-2.5,-0.1,liggide01,2018
Damian Lillard,PG,27.0,POR,73,2670,25.2,0.594,0.445,0.38,2.6,10.6,6.6,30.9,1.4,0.8,11.1,30.6,9.9,2.7,12.6,0.227,7.0,0.3,7.2,6.3,lillada01,2018
Jeremy Lin,PG,29.0,BRK,1,25,15.9,0.597,0.167,0.583,0.0,0.0,0.0,27.1,0.0,0.0,16.6,31.3,0.0,0.0,0.0,0.087,-1.0,-4.4,-5.4,0.0,linje01,2018
Shaun Livingston,PG,32.0,GSW,71,1129,11.6,0.533,0.015,0.178,3.4,9.2,6.5,16.8,1.5,1.5,13.6,16.6,0.9,0.9,1.8,0.077,-2.8,-0.4,-3.1,-0.3,livinsh01,2018
Kevon Looney,C,21.0,GSW,66,910,14.8,0.588,0.026,0.399,11.0,15.2,13.2,6.0,1.8,4.9,12.0,12.4,1.5,1.3,2.8,0.145,-1.2,1.0,-0.2,0.4,looneke01,2018
Brook Lopez,C,29.0,LAL,74,1735,16.5,0.557,0.41,0.199,4.6,13.4,9.0,11.6,0.8,4.6,10.2,23.5,1.9,1.9,3.8,0.105,0.7,0.2,0.9,1.3,lopezbr01,2018
Robin Lopez,C,29.0,CHI,64,1690,14.7,0.552,0.022,0.14,8.2,10.3,9.2,12.3,0.4,2.8,13.5,20.4,1.2,0.7,1.9,0.055,-0.9,-1.3,-2.2,-0.1,lopezro01,2018
Kevin Love,C,29.0,CLE,59,1651,22.4,0.614,0.453,0.365,7.0,29.8,18.6,9.8,1.3,1.2,9.6,25.1,4.7,1.6,6.4,0.185,4.5,-1.3,3.3,2.2,loveke01,2018
Kyle Lowry,PG,31.0,TOR,78,2510,19.5,0.598,0.631,0.276,3.0,16.1,9.7,30.9,1.7,0.6,14.7,21.7,7.0,3.1,10.2,0.194,4.7,0.5,5.2,4.5,lowryky01,2018
Timothé Luwawu-Cabarrot,SF,22.0,PHI,52,807,7.0,0.511,0.592,0.217,1.9,7.5,4.8,9.3,0.7,0.5,11.5,17.5,0.1,0.7,0.8,0.046,-3.1,-1.1,-4.1,-0.4,luwawti01,2018
Tyler Lydon,PF,21.0,DEN,1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014,-3.9,-1.6,-5.4,0.0,lydonty01,2018
Trey Lyles,PF,22.0,DEN,73,1391,17.9,0.591,0.396,0.26,4.5,23.5,14.0,10.1,1.1,2.0,9.1,21.1,2.7,1.2,3.9,0.135,2.0,-0.7,1.3,1.1,lylestr01,2018
Shelvin Mack,PG,27.0,ORL,69,1365,13.3,0.518,0.336,0.234,1.8,11.6,6.7,29.5,1.9,0.5,16.3,17.6,1.0,1.0,1.9,0.069,-1.2,-0.2,-1.4,0.2,macksh01,2018
Josh Magette,PG,28.0,ATL,18,216,11.9,0.464,0.478,0.174,1.0,8.8,4.9,36.4,1.8,0.4,15.4,11.8,0.3,0.1,0.4,0.092,-2.0,-0.6,-2.6,0.0,magetjo01,2018
Ian Mahinmi,C,31.0,WAS,77,1145,12.2,0.601,0.008,0.516,13.4,17.4,15.4,6.6,1.6,3.2,24.7,15.6,0.8,1.4,2.2,0.093,-4.6,0.2,-4.4,-0.7,mahinia01,2018
Thon Maker,C,20.0,MIL,74,1238,10.2,0.499,0.329,0.294,7.1,14.1,10.6,5.2,1.5,3.7,11.0,14.6,0.3,1.1,1.5,0.056,-3.2,-0.4,-3.5,-0.5,makerth01,2018
Boban Marjanović,C,29.0,TOT,39,337,26.0,0.616,0.0,0.655,15.7,31.4,23.5,11.2,1.5,2.8,15.9,29.4,1.0,0.5,1.5,0.215,2.3,0.2,2.5,0.4,marjabo01,2018
Lauri Markkanen,PF,20.0,CHI,68,2020,15.6,0.552,0.465,0.193,4.0,23.7,13.5,6.4,0.9,1.8,8.2,21.9,1.7,1.6,3.3,0.079,1.0,-1.2,-0.2,0.9,markkla01,2018
Jarell Martin,PF,23.0,MEM,73,1661,10.5,0.516,0.198,0.234,6.6,15.8,11.1,7.0,1.2,2.8,13.6,17.1,0.1,1.2,1.3,0.038,-3.3,-0.7,-4.0,-0.8,martija01,2018
Frank Mason III,PG,23.0,SAC,52,984,13.0,0.48,0.226,0.303,3.3,12.1,7.5,22.7,1.7,1.0,13.1,22.6,0.0,0.6,0.5,0.027,-1.3,-1.0,-2.3,-0.1,masonfr01,2018
Mangok Mathiang,C,25.0,CHO,4,20,18.0,0.538,0.0,0.143,16.0,38.5,27.1,0.0,2.4,0.0,0.0,16.1,0.0,0.0,0.1,0.183,-3.3,-1.3,-4.6,0.0,mathima01,2018
Wesley Matthews,SF,31.0,DAL,63,2131,11.4,0.541,0.577,0.145,1.4,9.2,5.2,12.3,1.8,0.7,10.1,17.6,1.0,1.6,2.6,0.059,-1.0,0.1,-0.9,0.6,matthwe02,2018
Luc Mbah a Moute,PF,31.0,HOU,61,1564,10.3,0.595,0.501,0.275,1.6,11.7,6.7,5.0,2.3,1.4,15.0,12.8,0.8,2.1,2.8,0.087,-1.6,1.4,-0.2,0.7,mbahalu01,2018
James Michael McAdoo,PF,25.0,PHI,3,18,7.4,0.508,1.0,0.286,0.0,11.5,6.0,0.0,0.0,4.6,11.3,21.0,0.0,0.0,0.0,0.023,-2.3,-0.7,-3.0,0.0,mcadoja01,2018
Patrick McCaw,SG,22.0,GSW,57,961,7.4,0.477,0.356,0.151,2.0,7.2,4.8,10.6,2.2,0.8,14.6,12.8,-0.3,0.8,0.6,0.029,-4.3,0.1,-4.1,-0.5,mccawpa01,2018
CJ McCollum,SG,26.0,POR,81,2923,17.0,0.536,0.316,0.166,2.0,9.9,6.0,15.8,1.3,1.0,8.6,26.5,3.7,2.9,6.6,0.108,1.8,-0.5,1.2,2.4,mccolcj01,2018
T.J. McConnell,PG,25.0,PHI,76,1706,12.5,0.545,0.147,0.093,2.4,11.5,7.1,24.5,2.6,0.6,20.4,13.8,1.3,2.5,3.8,0.108,-1.9,1.9,0.0,0.9,mccontj01,2018
Erik McCree,SF,24.0,UTA,4,8,-8.9,0.0,0.5,0.0,0.0,14.0,7.1,0.0,6.3,0.0,33.3,16.9,-0.1,0.0,-0.1,-0.334,-14.7,1.0,-13.7,0.0,mccreer01,2018
Chris McCullough,PF,22.0,WAS,19,90,15.8,0.478,0.19,0.333,8.8,22.6,15.7,7.1,0.0,4.9,4.0,24.6,0.1,0.1,0.2,0.081,-0.3,-1.5,-1.8,0.0,mcculch01,2018
Doug McDermott,SF,26.0,TOT,81,1768,10.4,0.579,0.425,0.159,2.5,10.2,6.3,6.5,0.5,0.8,9.3,15.0,1.7,0.6,2.3,0.063,-1.0,-1.3,-2.2,-0.1,mcderdo01,2018
JaVale McGee,C,30.0,GSW,65,615,22.3,0.641,0.027,0.237,11.5,18.7,15.4,8.0,1.6,7.3,10.0,19.2,1.7,1.1,2.7,0.212,0.3,1.2,1.5,0.5,mcgeeja01,2018
Rodney McGruder,SG,26.0,MIA,18,299,12.0,0.595,0.479,0.11,4.1,8.3,6.2,8.4,1.3,0.9,5.0,12.1,0.5,0.3,0.8,0.125,-1.0,-0.3,-1.4,0.1,mcgruro01,2018
Trey McKinney-Jones,SG,27.0,IND,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001,-6.2,-2.3,-8.5,0.0,mckintr01,2018
Alfonzo McKinnie,SF,25.0,TOR,14,53,10.1,0.643,0.6,0.2,2.2,12.4,7.4,2.7,0.9,1.5,15.5,16.0,0.0,0.1,0.1,0.084,-2.6,-0.4,-3.0,0.0,mckinal01,2018
Ben McLemore,SG,24.0,MEM,56,1091,9.7,0.526,0.426,0.172,3.5,11.4,7.4,7.5,1.8,1.3,13.2,19.0,-0.2,0.7,0.5,0.023,-2.9,-1.0,-3.9,-0.5,mclembe01,2018
Josh McRoberts,PF,30.0,DAL,2,6,-12.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,0.0,0.0,-0.19,-17.9,-3.6,-21.4,0.0,mcrobjo01,2018
Jodie Meeks,SG,30.0,WAS,77,1119,12.4,0.548,0.534,0.298,1.5,11.2,6.4,9.1,1.3,0.3,7.7,19.0,1.3,0.8,2.0,0.087,-0.3,-0.8,-1.1,0.3,meeksjo01,2018
Salah Mejri,C,31.0,DAL,61,729,17.8,0.644,0.022,0.482,12.5,25.4,18.7,7.2,1.5,8.2,19.0,12.8,1.3,1.3,2.7,0.175,-2.0,2.8,0.7,0.5,mejrisa01,2018
Jordan Mickey,PF,23.0,MIA,23,284,10.6,0.515,0.195,0.232,7.1,24.9,16.0,4.8,1.1,3.0,16.6,17.1,-0.1,0.4,0.3,0.054,-5.2,-0.3,-5.6,-0.3,mickejo01,2018
Khris Middleton,SF,26.0,MIL,82,2982,17.4,0.577,0.32,0.285,1.8,15.0,8.4,17.7,2.0,0.6,11.8,24.6,4.6,2.3,6.9,0.111,0.8,-0.8,0.0,1.5,middlkh01,2018
C.J. Miles,SF,30.0,TOR,70,1337,13.0,0.545,0.758,0.162,1.5,11.0,6.4,6.0,1.4,1.3,5.7,22.3,1.4,1.5,2.9,0.103,1.0,-0.7,0.3,0.8,milescj01,2018
Darius Miller,SF,27.0,NOP,82,1944,9.3,0.617,0.735,0.138,1.0,7.9,4.6,7.5,0.7,0.7,10.1,12.8,2.1,0.9,3.0,0.075,-1.1,-0.8,-1.9,0.1,milleda01,2018
Malcolm Miller,SF,24.0,TOR,15,126,8.9,0.638,0.75,0.143,3.6,9.6,6.7,3.2,0.4,1.3,14.4,12.1,0.1,0.1,0.2,0.087,-0.8,-0.2,-1.0,0.0,millema01,2018
Patty Mills,PG,29.0,SAS,82,2107,11.8,0.558,0.607,0.173,1.4,6.8,4.1,16.0,1.3,0.4,12.6,17.8,2.0,2.1,4.1,0.093,-0.6,-0.4,-1.0,0.5,millspa02,2018
Paul Millsap,PF,32.0,DEN,38,1143,17.0,0.549,0.26,0.37,6.4,17.6,12.1,13.9,1.7,3.2,12.6,22.0,1.4,1.1,2.5,0.107,0.4,0.0,0.4,0.7,millspa01,2018
Nikola Mirotić,PF,26.0,TOT,55,1494,18.7,0.577,0.523,0.2,4.3,24.9,14.6,8.6,1.4,2.2,7.7,23.4,2.2,1.8,4.0,0.128,2.5,-0.3,2.2,1.6,mirotni01,2018
Donovan Mitchell,SG,21.0,UTA,79,2638,16.7,0.541,0.404,0.218,2.3,10.4,6.4,19.4,2.2,0.9,12.6,29.1,1.4,3.8,5.2,0.095,0.9,0.3,1.2,2.2,mitchdo01,2018
Naz Mitrou-Long,SG,24.0,UTA,1,1,133.8,1.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.1,0.0,0.1,2.712,199.4,42.7,242.2,0.0,mitrona01,2018
Malik Monk,SG,19.0,CHO,63,854,10.2,0.477,0.572,0.089,1.0,7.5,4.2,16.9,1.1,0.9,10.0,24.9,-0.5,0.5,0.0,0.0,-1.3,-2.0,-3.4,-0.3,monkma01,2018
Greg Monroe,C,27.0,TOT,51,1040,21.2,0.598,0.0,0.308,11.4,25.2,18.3,18.7,2.1,1.8,17.7,22.4,1.8,1.6,3.4,0.155,1.3,1.0,2.2,1.1,monrogr01,2018
Luis Montero,SG,24.0,DET,2,8,-15.5,0.0,0.0,0.0,0.0,28.2,13.8,0.0,0.0,0.0,66.7,16.6,-0.1,0.0,-0.1,-0.445,-19.0,-6.6,-25.6,0.0,montelu01,2018
Ben Moore,PF,22.0,IND,2,9,-2.3,0.0,0.0,0.0,0.0,12.5,6.3,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.072,-10.5,1.3,-9.3,0.0,moorebe01,2018
E'Twaun Moore,SG,28.0,NOP,82,2586,12.1,0.593,0.362,0.082,2.5,7.3,5.0,10.1,1.5,0.4,10.6,16.1,2.8,1.6,4.4,0.081,-1.0,-0.5,-1.6,0.3,mooreet01,2018
Eric Moreland,PF,26.0,DET,67,805,13.9,0.531,0.0,0.238,10.9,27.6,19.1,13.3,1.9,5.6,23.8,9.7,0.7,1.6,2.3,0.135,-2.8,3.3,0.5,0.5,moreler01,2018
Jaylen Morris,SG,22.0,ATL,6,98,6.5,0.438,0.313,0.0,2.3,15.9,9.1,10.8,1.0,0.9,15.8,16.9,-0.2,0.1,-0.1,-0.053,-4.4,-1.0,-5.4,-0.1,morrija01,2018
Marcus Morris,PF,28.0,BOS,54,1442,14.5,0.541,0.383,0.252,3.3,18.4,11.0,8.2,1.2,0.7,8.7,23.0,1.1,2.2,3.2,0.108,-0.1,-0.1,-0.1,0.7,morrima03,2018
Markieff Morris,PF,28.0,WAS,73,1968,13.2,0.566,0.301,0.186,4.3,19.2,11.8,11.0,1.4,1.7,14.6,19.5,1.2,2.1,3.3,0.08,-1.3,0.1,-1.3,0.4,morrima02,2018
Monte Morris,PG,22.0,DEN,3,25,27.1,0.727,0.167,0.333,0.0,9.0,4.5,41.2,5.9,0.0,12.7,13.7,0.1,0.0,0.2,0.312,4.3,5.0,9.4,0.1,morrimo01,2018
Johnathan Motley,PF,22.0,DAL,11,176,17.2,0.55,0.08,0.373,8.5,22.9,15.5,7.1,0.9,1.0,9.3,24.9,0.1,0.2,0.3,0.084,-1.3,-2.0,-3.3,-0.1,motlejo01,2018
Timofey Mozgov,C,31.0,BRK,31,359,12.3,0.617,0.194,0.323,9.4,19.7,14.5,4.8,0.7,2.7,23.7,16.8,0.1,0.3,0.4,0.055,-3.3,-0.6,-3.9,-0.2,mozgoti01,2018
Emmanuel Mudiay,PG,21.0,TOT,64,1245,11.5,0.474,0.281,0.245,2.3,11.3,6.8,24.5,1.6,0.8,16.2,24.4,-0.8,0.7,0.0,-0.002,-2.1,-1.8,-3.9,-0.6,mudiaem01,2018
Shabazz Muhammad,SF-SG,25.0,TOT,43,418,15.4,0.51,0.144,0.266,6.3,14.8,10.6,5.7,1.1,0.6,2.8,23.0,0.5,0.2,0.7,0.081,-0.3,-2.3,-2.5,-0.1,muhamsh01,2018
Xavier Munford,SG,25.0,MIL,6,21,-2.1,0.218,0.333,0.333,5.6,0.0,2.8,24.6,2.4,0.0,22.5,19.1,-0.1,0.0,-0.1,-0.197,-9.3,-2.0,-11.3,0.0,munfoxa02,2018
Dejounte Murray,PG,21.0,SAS,81,1743,15.1,0.485,0.056,0.243,7.0,22.4,14.6,20.2,2.8,1.5,16.6,20.7,-0.2,3.4,3.2,0.087,-1.6,2.2,0.5,1.1,murrade01,2018
Jamal Murray,PG,20.0,DEN,81,2565,16.1,0.576,0.411,0.238,3.6,9.4,6.5,16.4,1.5,0.9,12.8,22.8,4.3,1.2,5.5,0.103,1.2,-1.5,-0.3,1.1,murraja01,2018
Mike Muscala,C,26.0,ATL,53,1060,14.4,0.597,0.535,0.199,5.9,18.3,12.1,7.3,1.4,2.2,11.0,15.7,1.5,0.9,2.4,0.109,0.3,0.1,0.3,0.6,muscami01,2018
Abdel Nader,SF,24.0,BOS,48,522,5.1,0.439,0.436,0.262,2.8,12.0,7.4,7.1,1.4,1.6,17.0,17.1,-0.9,0.8,-0.1,-0.014,-5.5,0.2,-5.3,-0.4,naderab01,2018
Larry Nance Jr.,C,25.0,TOT,66,1421,20.2,0.605,0.029,0.332,12.4,22.0,17.3,8.6,3.0,2.2,9.7,15.9,3.5,2.3,5.8,0.196,0.9,1.5,2.4,1.6,nancela02,2018
Shabazz Napier,PG,26.0,POR,74,1535,14.2,0.544,0.411,0.26,1.9,10.1,6.0,14.6,2.6,0.7,13.2,19.5,1.2,2.0,3.2,0.101,-0.7,1.4,0.7,1.0,napiesh01,2018
Jameer Nelson,PG,35.0,TOT,50,1013,8.1,0.489,0.508,0.082,1.4,9.5,5.6,22.8,1.3,0.3,21.0,13.7,-0.1,0.7,0.6,0.028,-2.9,-0.4,-3.3,-0.3,nelsoja01,2018
Raul Neto,PG,25.0,UTA,41,498,11.9,0.55,0.311,0.232,1.6,9.5,5.6,23.0,1.3,0.7,17.8,18.3,0.3,0.6,0.9,0.086,-1.6,0.2,-1.4,0.1,netora01,2018
Georges Niang,PF,24.0,UTA,9,32,9.2,0.379,0.364,0.182,10.8,21.1,16.0,14.0,3.1,0.0,20.2,20.9,-0.1,0.1,0.0,-0.029,-4.9,0.9,-4.0,0.0,niangge01,2018
Joakim Noah,C,32.0,NYK,7,40,15.6,0.51,0.0,0.4,16.7,22.1,19.4,14.0,2.5,4.3,25.4,17.2,0.0,0.1,0.1,0.072,-2.5,1.7,-0.8,0.0,noahjo01,2018
Nerlens Noel,C,23.0,DAL,30,472,16.2,0.558,0.01,0.267,10.9,29.3,19.8,6.3,3.3,4.1,18.1,13.8,0.4,1.0,1.3,0.135,-2.2,2.7,0.5,0.3,noelne01,2018
Lucas Nogueira,C,25.0,TOR,49,418,17.3,0.661,0.238,0.35,4.9,18.1,11.7,7.2,2.7,8.2,14.8,11.4,0.7,1.0,1.6,0.188,0.1,5.0,5.2,0.8,noguelu01,2018
Dirk Nowitzki*,C,39.0,DAL,77,1900,16.7,0.575,0.445,0.142,1.2,25.2,12.8,10.4,1.1,2.1,6.0,20.5,2.6,2.2,4.8,0.121,1.7,0.6,2.3,2.1,nowitdi01,2018
Frank Ntilikina,PG,19.0,NYK,78,1706,7.0,0.437,0.314,0.136,2.4,9.1,5.8,20.0,1.9,0.9,19.8,16.9,-2.0,1.1,-0.9,-0.026,-4.5,-0.5,-5.0,-1.3,ntilila01,2018
Jusuf Nurkić,C,23.0,POR,79,2088,19.2,0.528,0.007,0.287,10.0,26.9,18.5,11.7,1.5,4.3,14.6,26.4,0.8,3.9,4.7,0.108,-1.1,1.1,0.0,1.1,nurkiju01,2018
David Nwaba,SG,25.0,CHI,70,1646,12.2,0.542,0.123,0.48,5.6,16.0,10.6,9.4,1.7,1.6,13.1,15.6,1.1,1.4,2.4,0.071,-2.7,0.2,-2.5,-0.2,nwabada01,2018
Johnny O'Bryant,PF,24.0,CHO,36,379,11.9,0.47,0.251,0.146,8.1,18.6,13.3,5.9,1.2,1.3,7.6,22.5,-0.1,0.4,0.3,0.038,-2.9,-1.5,-4.4,-0.2,obryajo01,2018
Royce O'Neale,SF,24.0,UTA,69,1150,10.8,0.54,0.415,0.268,2.5,20.6,11.7,12.0,1.6,1.2,14.8,14.6,0.5,1.8,2.4,0.099,-2.0,1.8,-0.2,0.5,onealro01,2018
Kyle O'Quinn,C,27.0,NYK,77,1387,20.0,0.625,0.044,0.331,9.7,27.8,18.8,16.8,1.3,6.1,18.5,17.0,2.7,2.1,4.8,0.166,0.4,2.6,3.1,1.8,oquinky01,2018
Semi Ojeleye,PF,23.0,BOS,73,1150,4.6,0.473,0.665,0.218,3.6,11.6,7.7,2.4,0.9,0.3,10.8,9.0,-0.2,1.3,1.2,0.048,-4.6,-0.1,-4.7,-0.8,ojelese01,2018
Emeka Okafor,C,35.0,NOP,26,353,16.4,0.545,0.0,0.232,14.9,21.7,18.4,3.1,1.1,5.6,11.0,14.4,0.5,0.5,1.0,0.14,-1.1,-0.2,-1.2,0.1,okafoem01,2018
